Tweets,Retweets,Favorite Tweets,Location
RT @ChloeChiasson: Just showed natalie Portman how to use a parking meter and are currently shopping in cvs together. She likes my jeep. ...,,,
We've got a few gorgeous new updates to Natalie Portman's great Auerbach Dior shoot -  ,,,
New poll - You guys are more interested in the new Malick film. Now tell us why by voting for your reason - ,,,
Check out this video of Natalie Portman and Michael Fassbender on stage at ACL - ,,,
Natalie Portman and family were snapped enjoying some ice cream in Austin -  ,,,
Natalie Portman and family were snapped enjoying some ice cream in Austin -  ,,,
Natalie Portman spends Sunday filming at a church and at ACL -  ,,,
@filipe_otavio It depends if I'm working or not. Varies from day to day.,,,
@filipe_otavio Don't see any new ones on the first page but will pass on to the expert Rachel.,,,
"@MetyuAdem @TheShins Haha, nice one.",,,
So Fran Welch and Emma Stone might also be in the new Malick film + Natalie Portman dances at ACL music fest - ,,,
"RT @avanston: No big, just seeing Ryan Gosling and Emma Stone at ACL. #freakingoutontheinside",,,
RT @The_Libster1: Never thought I'd be this close to Ryan Gosling &amp; Natalie Portman. Esp since I'm at #acl. @kkryan,,,
@filipe_otavio Nice thanks,,,
We've got a HQ text free version of that wonderful Natalie Portman Elle cover -  ,,,
Thor 2 gets an official synopsis and it looks a little bit like this... ,,,
"@MissDash1979 And you're not at all biased, right? ;-)",,,
@Eileen_MD Flattery will get you everywhere.,,,
It's a digital painting. It's a wallpaper. It's a digital painting wallpaper! -  ,,,
"Now that we know a bit about both, which of the two Malick-Portman films are you most wanting to see? Go vote! - ",,,
More Natalie Portman hotness from the set of Terrence Malick -  ,,,
More Natalie Portman hotness from the set of Terrence Malick -  ,,,
"@AwardsDaily You see Natalie and Fassbender on the grass together? Wonder who will look better on film - Fass, Nat...or the grass.",,,
"So much awesome in these new set photos, including Natalie and Fassbender together at last -  ",,,
"So much awesome in these new set photos, including Natalie and Fassbender together at last -  ",,,
"@filipe_otavio Heh, yeah, saw these earlier. Luckily got to come home from work early.",,,
Natalie Portman and Ryan Gosling sitting in a tree. K-I-S-S-I-N-G? - ,,,
Natalie Portman graces French Glamour magazine and there's a new photo within - ,,,
@AwardsDaily Have you seen this Prometheus-Portman concept art? Backs up the rumours she was offered the Noomi role - ,,,
You've got to see this Prometheus concept art of Natalie Portman -  ,,,
We might not have to wait for Jane Got A Gun as Michael Fassbender films for Terrence Malick's new film - ,,,
@WatchDogAI 3) Iran will surely never strike. They know Israel would blow them into dust. 4) Romney's stance does not differ much from Obama,,,
@WatchDogAI 2) The US position is not to do nothing. They support Israel but know that provoking a war in the region would be terrible.,,,
"@WatchDogAI 1) Comparison to the holocaust is just dumb, it does not apply in any way shape or form and shame on you for pulling that card.",,,
One of the best Mathilda and Leon drawings you'll ever see -  ,,,
"@WatchDogAI What a ridiculous statement.Maybe she feels, as many do, Netanyahu's aggressive policy will not lead to a safer Israel.",,,
Natalie Portman has a couple new quotes from an interview in British Elle - ,,,
@AwardsDaily Malick puts Portman and Hunter to work - ,,,
Natalie Portman cleans windows for Malick in new set photos -  ,,,
@PPMAgustina Thanks but we aren't Natalie.,,,
Natalie Portman and the family enjoy a stroll in an Austin park -  ,,,
"Here's Natalie Portman, in an all black outfit, on set with Holly Hunter for new Malick film -  ",,,
New Natalie Portman set pics incoming. Another uber cute outfit.,,,
@filipe_otavio Cool thanks,,,
"New Natalie Portman poll, do you want her to take on Jackie Kennedy? Plus blonde poll results - ",,,
"Check out Natalie Portman's ""How We Win"" video for President Obama - ",,,
@filipe_otavio Thanks,,,
Well @TheWrap had their exclusive and our own exclusive is that Natalie Portman passed on Code Name Sasha. Not sure about Last Witness yet.,,,
Natalie Portman is now linked to TWO MORE projects. Check out the details over on the site - ,,,
Natalie Portman and her family go bat watching in Austin -  ,,,
Here is the Natalie Portman wallpaper calendar for October -  ,,,
A classy looking Natalie Portman and a classier looking Whiz film for Malick in Austin -  ,,,
"@ronaldlir FOX, that's what our Natalie on TV section is for :-)",,,
Don't forget Natalie Portman is on The Simpsons tonight.,,,
Definitely looks as though Natalie Portman is in Austin for the Terrence Malick film. Check this excited account - ,,,
"Plus a little exclusive. Wes Anderson wanted Natalie for The Grand Budapest Hotel, but she was not available :-( - ",,,
Those Natalie Portman in Jackie Kennedy biopic reports are on the money - ,,,
Natalie Portman in character and more in several new Black Swan behind the scenes photos -  ,,,
@MichaelaWiimick I can follow you but I'm not Natalie.,,,
Fox Searchlight are pushing for Natalie Portman to play Jackie Kennedy - ,,,
Natalie Portman and Whiz fly out to...Austin for Malick? -  ,,,
We've got a couple Natalie Portman painting submissions up on the site - ,,,
@tmxuan Nope. There is no official site.,,,
@zoeeeffi We aren't Natalie. Just in case you thought that.,,,
@iloveThomassino Yup. Can't wait to see them on screen together.,,,
"@tmxuan No need to thank, it's what we do. Next year is going to be epic for Natalie fans.",,,
@N0vALeeNation And thank you back.,,,
@painfullSOUP We are not Natalie. She did do a second rap earlier this year. The link is over here - ,,,
@rhyizza Cool blog post. A little correction that the shoe designing is in the past. The company went under.,,,
Natalie Portman and Aleph play in the park -  ,,,
"@filipe_otavio Thanks, will have to do this when I get back from work.",,,
Something for the style fans. We have some info on a couple of Natalie Portman's recent outfits - ,,,
Check out Natalie Portman's new blonde look in the cold light of day -  ,,,
@SorayaRoberts She's always had a strong effect on the ladies as well. All genitalia are welcome when it comes to Natalie.,,,
"@SorayaRoberts Come to think of it, the blonde wig from Closer was kinda hot. Maybe the stripper pole complete the look ;-)",,,
Tell us what you think about Natalie Portman's new blonde look by voting in our new poll - ,,,
"@SorayaRoberts @YahooOmgCA What Malick wants, Malick gets. Just put up a poll. I suspect the results won't be pretty - ",,,
Ever wondered what it would be like to meet Natalie Portman? This woman did and wrote up an interesting account - ,,,
RT @OFA_OH: Natalie Portman supports @BarackObama because she believes in women's rights #ForAll. ,,,
Exclusive! Natalie Portman's new blonde look is for the Terrence Malick film.,,,
Here's Natalie Portman's dramatic blonde look with Robert Pattinson at La Dance Project dinner -  ,,,
Natalie Portman's new blonde look coming up in a few minutes on the main site...,,,
"@filipe_otavio Thanks, was hoping for some HQ versions before doing the update today.",,,
"Tidbits today - Natalie shoots new fragrance commercial for Dior, Marvel boxset delayed and more time for Aleph - ",,,
Natalie Portman is on the cover of French Elle. We have a scan of the article + a new small photo from inside - ,,,
Natalie Portman puts up her feet at Dior offices in a new photo in French Elle magazine -   ,,,
New photos show Natalie Portman leaving gymnasium with Aleph and her parents - ,,,
A new photo gallery shows Natalie Portman returning to LA after her Cincinnati visit - ,,,
Check out a couple Natalie Portman clips from her talk in Cincinnati - ,,,
We have more photos of Natalie Portman from Women for Obama event in Cincinnati -  ,,,
Knight Of Cups has a tantalizing new plot logline. The film is set in the movie business - ,,,
The first Natalie Portman photo from Cincinnati has arrived and it is soooo beautiful -  ,,,
"Natalie Portman, Gosling and Bale are shooting the 2nd Malick film in Austin. At least according to twitter sightings - ",,,
"@filipe_otavio Yeah, saw a report yesterday but was waiting for a bit more confirmation. Thanks.",,,
@quetzalcuatl Thanks.,,,
If you have a moment please check out this fashion video I edited. The model does have a Mathilda vibe - ,,,
"Natalie Portman talks about beauty, film, life...and compost in new Tatler and Harper's Bazaar Arabia interviews - ",,,
Natalie Portman to speak for @BarackObama in Cincinnati on Wednesday - ,,,
@PhilipGuilhem1 We are not Natalie. She speaks a little French but not fluent.,,,
In case you missed the stack of great Natalie Portman photo updates on the weekend -  ,,,
"Remember that Natalie Portman and Brad Pitt project, Important Artifacts? I've got an EXCLUSIVE update for you - ",,,
We've added several STUNNING HQ versions of Natalie Portman from the varied 2011 Dior shoot -  ,,,
@filipe_otavio Thanks,,,
RT @blairzybee: Just met natalie portman at the farmers market! (:,,,
RT @conniegalvan: Just ran into Natalie Portman &amp; Ben from secret life at the farmers market,,,
Hoping that Natalie Portman does In The Garden Of Beasts with Tom Hanks? Let us know in our new poll - ,,,
"@_ThorPeh @JewishFaery Aside from a couple industry terms and not being active/desperate, don't really see what fooled you.",,,
Natalie Portman is in talks to star alongside Tom Hanks in WW2 drama Garden Of Beasts - ,,,
Natalie Portman looks GORGEOUS in new Elle Paris cover photo -  ,,,
Check out this new Natalie drawing from Angelina -  ,,,
Have you ever fallen for a Natalie Portman fake? Confession time in our new poll - ,,,
Natalie Portman snapped at LAX. Could be on her way to Austin for Malick or England for Thor 2 -  ,,,
@MichaelCompeau Of course. I've seen all of them except Domino One and the plays - ,,,
@MichaelCompeau Heat would be near the top for films but she's barely in it.,,,
@MichaelCompeau Mine would be something like Black Swan - Leon - Closer - Hotel Chevalier - Garden State - Cold Mountain - Beautiful Girls,,,
@MichaelCompeau Happens to the best of us.,,,
@MichaelCompeau It's Knight Of Cups :-P,,,
"@caitrug The faker? Oh well, let that be a lesson :-P",,,
We've added much higher quality shots of the great Natalie Portman Dior shoot -  ,,,
"@banffbob (2/2) many women's rights and many will default to ""child murderer"" position. Makes the other side more hesitant to engage.",,,
@banffbob Most women do not take it lightly. Hard to have a balanced discussion in the middle when the other side want to strip away (1/2),,,
"@banffbob Is the best solution then not education, empowering women and easy affordable access to contraception for all?",,,
@banffbob Criminalizing it didn't stop abortions before and it won't now. It just opens the door to unsafe abortions.,,,
What's up with Thor 2? This is what's up with Thor 2 - ,,,
Another one bites the dust. The fake Natalie Portman twitter account that I tweeted about yesterday is now gone.,,,
"@iktriad @oliviawilde And now Debra Messing as well. Don't worry, the fakers days are numbered.",,,
@iktriad Exactly. It's like a claim that she's enjoying a big beef burger at a restaurant. Not. Gonna. Happen.,,,
She is not on Twitter and she is not on Facebook. The new queen (or king) faker @PortmanNatalie1 will be shut down like all the others.,,,
"Natalie fans, who badly want contact with her, tend to leave their good judgement at the door. So please keep this in mind Natalie fans...",,,
Fake Natalie's. They were around in the 90's if you can believe it. And with Twitter and Facebook it's easier than ever.,,,
"I've been around the Natalie Portman community for a long time now (too long!), and there are a couple things that happen again and again.",,,
Natalie Portman and her family were snapped enjoying the West Indies beach -  ,,,
"@banffbob Funny you should mention, my twin sister died at birth. At the end of the day there is no greater abortionist than god.",,,
@Master_PTA What happened to your old account?,,,
@Master_PTA @PortmanNatalie1 She is not real. She is a fake like all the others.,,,
