twitter_text,category
"Here's a tribute to @natpdotcom  on her 35th birthday from our team. 

Happy birthday Natalie Portman! :)",positive
Happy Birthday #NataliePortman @natpdotcom @nataliepbr @natalie025 ,positive
Happy Birthday #NataliePortman. We got you a #BlackSwan video essay:  @natpdotcom ,positive
ThankU @natpdotcom for being a lifelong #vegan &amp; #animalrights advocate   #March #WomensMonth ,negative
@janegotagunfilm Amazing  @natpdotcom @joeledgerton1 @mcgregor_ewan @RodrigoSantoro @boydHolbrook1 @NoahEmmerich  ,positive
"""Natalie Portman""
Color pencil Polychromos on paper - work in progress
@natpdotcom 
@FaberCastell ",positive
"In 1991, Natalie Portman was discovered by a scout in a pizza parlor",negative
Anywhere but here is on #neflix great day off so far! @natpdotcom,positive
Digging this BLACK SWAN by Sam Wolfe Connelly for @MondoNews. Available at @MondoConAustin in October. ,negative
"I watched ""Closer (2004)"". It's bittersweet.
I love Natalie Portman. Alice character is such a human...
 
@natpdotcom",positive
"Natalie Portman in ""Black Swan"" is by far the best female performance of the century. @natpdotcom",positive
#NataliePortman announces the winner of the #LVMHPrize 2015 ,positive
Finished  #scribbles #sketch #art #NataliePortman #starwars as #PadmeAmidala #penart #ballpen #artwork @natpdotcom ,negative
"#doodling #Natalieportman as #PadmeAmidala in progress
@natpdotcom #StarWars #princessLeia #scribbles #art #BicPen  ",positive
@natpdotcom just spotted in the Cannes audience with @B_Millepied ! ;) Can't wait for the dance show !,positive
@natpdotcom The Amos Oz's novel is a masterpiece of universal literature. Natalie's rol is the Fania (Oz's mother) caracter,positive
My woman crush for today! #feminism #beauty #WCW @natalieportman7 @natpdotcom ,negative
"Watch my new speed drawing portrait of #NataliePortman!
 @natpdotcom",negative
@natpdotcom We didn't need science to tell us that!!!!,negative
"@natpdotcom Did you hear? According to the  (German science Magazine and TV), Natalie Portman has THE Perfect Face!!",positive
Go behind the scenes of Natalie Portman's Miss Dior wedding:  ,negative
"Inspired by #VforVendetta @natpdotcom @VforVendetta209 @VForVendetta04 
Follow me on insta: wideeyed_pocket sized  ",positive
"However, we fucked it up. Here is our apology to Natalie Portman:  #westing4divesting @theyesmen @natpdotcom",negative
"Vote for #MissDior, nominee on @awwwards 
Love the campaign with @natpdotcom, pictures and animations.
-
",positive
@natpdotcom I'm pretty sure this cheap hair dye company owes you royalties lol ,positive
Natalie Portman - b/w picture colored by me. @natpdotcom #beauty ,negative
@natpdotcom @Dior  nice almost wedding. Should have offered the set  to a couple wanting to wed after the commercial shoot....,positive
Natalie Portman - b/w picture colored by me. @natpdotcom ,negative
"@natpdotcom 
#NataliePortman
Mathilda
you just killed me last night
what a awesome acting
#LonTheProfessional",negative
@natpdotcom Where I can get the magazine in Spain? Would love to have,positive
Natalie Portman Makes Her Couture Debut at Dior by @nytimes @natpdotcom @Dior  ,negative
 maybe interesting for you guys? #dior #natalieportman @natpdotcom @Darren_Buser,positive
@natpdotcom The trailer for Knight of Cups is our pick of the week. ,negative
"#ThorFact: In #ThorDarkWorld, photos of young Jane Foster were real pics of Natalie Portman as a child, courtesy of her mother.",positive
THE OTHER BOLEYN GIRL on Ovation tonight. Scarlett Johanssen and Natalie Portman with Eric Bana. Gripping drama in Henry VIII court. #brutal,negative
Finished portrait #natalieportman @natpdotcom #art #design #watercolour #gay #gayuk #gayartist ,negative
"Photoset: Natalie Portman photographed for Vogue, 1996. ",negative
@natpdotcom I  immediately thought of the Village People when I saw this photo. She's still adorable though.  :),positive
37 #Star Wars Characters Ranked From Least To Most Stylish  @starwars @carriefisher @natpdotcom @HarrisonFordLA,negative
@natpdotcom I made a twitter so I could tell you how absolutely BRILLIANT you were in Black Swan!!! I just saw it for the first time!,positive
Fave Sci-Fi Hottie 1st Round Match-Up! Fave for Claudia Black RT for Natalie Portman ,positive
"Last Night I watched my favorite #MikeNichols film ""CLOSER"" it a beautiful stylish gem! Xox ",positive
"Nov 18, 1994: Leon: The Professional was released. #TodayInActionHistory #JeanReno @JeanRenoLeon @natpdotcom",negative
#CosplayAppreciationDay Myself as Jane Foster from Thor two! @natpdotcom ,negative
Just watching Black Swan again  @natpdotcom @blackswanmovie #movienights ,negative
"#IAmACosplayer ""you're giving natalie portman a run for her money"" ",positive
Norah Jones and Natalie Portman in MY BLUEBERRY NIGHTS  2007. ,negative
THOR 3 CONFIRMED WITH LOKI RETURNING - ASGARD DESTROYED @thenerdmachine @Marvel @nerdist @ChrisHemsworthv @natpdotcom ,negative
"Watching Garden State, @natpdotcom is so freaking adorable...",negative
@natpdotcom me and my 3 friends watching v for vendetta saying remember remember the 5th of November.,positive
"@natpdotcom Moments ago i was watching ""Mars Attacks"" she's SO GORGEOUS as the president's daughter :) ",positive
@natpdotcom you could own #NataliePortman's signed shoes! Join #celebrityshoeauction with @SmallStepsDocs  ,positive
at #WoodstockFilmFestival with my leading stars the great jc and np. thank you Woodstock: ,positive
I watched Black Swan with @natpdotcom last night...I was expecting a sort of sporting rivalry but CRICKEY it was dark..balletFightClub,negative
With Natalie Portman #flawlessmagazine ,negative
@natpdotcom Natalie Portman made a list of QI panellists we'd love to see. Could you RT/Share it about please? ,positive
"""It's the kind of place that's easy to support because they make it all about the kids"" ~ #NataliePortman #ChildrensLAGala",positive
"Discover Diorskin Star, the new @Dior brightening foundation with Natalie Portman  ",positive
"Just been down to the film set of Pride And Prejudice With Zombies, directed by Natalie Portman. Jane Austen must be turning in her grave.",negative
Natalie Portman wore a pair of delicate diamond drop earrings by Harry Winston at the 2012 Golden Globes. ,positive
#NataliePortman has donated #shoes worn in her @Dior advert to #celebrityshoeauction  @ELLEUK ,negative
"23 photos that prove Natalie Portman can pull off any hairstyle, including a close shave...  ",negative
"Tom Hiddleston, Natalie Portman and George Clooney donate their shoes for @SmallStepsDocs  ",negative
"""Natalie""(2014) my #digitalpainting of @natpdotcom from ""Closer"". #digitalart #closer #art #portrait #natalieportman ",negative
"I just watched ""The other Boleyn girl"" best I have seen in a while! Awesome job ladies @ScarIettJ @natpdotcom",positive
"-What would my euphemism be?
-You are disarming
-That's not a euphemism...
-But it is 
@natpdotcom 
#natalieportman",negative
Today in 2012: Natalie Portman Backs Abortion at Women for Obama Event  #tcot ,negative
"Who's the Sexiest for you:
RT = Natalie Portman
FAV = Scarlett Johansson
Or BOTH for BOTH.......... ",positive
"""We wear our sunglasses at night"" -- what we imagine Natalie Portman and her hubby are humming in their heads ",negative
"@natpdotcom  Magnificent performance in the film ""Black Swan,"" is my favorite movie!",positive
.@natpdotcom #Peta issued a Natalie #Portman stamp. ,negative
An old #minimalism #drawing of Natalie Portman @natpdotcom ,negative
"@natpdotcom @louiseroe 
Natalie Portman - b/w pic - Colored by me ",negative
"@natpdotcom hi Natalie, if you can see this.. This is a sketch by my sister Swati. Stunning. ",positive
Goal: to have #natalieportman retweet this. #blackswan #loveher  @natalieportman7  @natpdotcom,negative
Having fun #watching #MattDillon @timhutton @natpdotcom #UmaThurman &amp; @Rosie @ #BeatifulGirls #movie Amazing script! @MovieLikes,positive
@natpdotcom I saw her at the restaurant on that day relaxing with her fam in casual clothes. Who'd have guessed the premiere was later on?!,positive
Just watched #vforvendetta again and @natpdotcom kills the shaved head,negative
"Natalie Portman,Drew 1month ago @natpdotcom @natalieportman7 @2Natalieportman ",negative
"International Women's Day: Reflections from Natalie Portman, Maya Angelou &amp; Other Renowned Women via @feministdotcom ",negative
Top 6 Natalie Portman Moments from @froleyfilm ,positive
#HappyInternationalWomen My most inspiring and loved women of ever #natalieportman  @natpdotcom ,positive
Finished this today after work. @JeanReno48 @natpdotcom Jean Reno in Leon the professional. ,negative
"Hey @natpdotcom, did you know Natalie Portman got voted as one of our readers fave veggies/vegans? #discerningtaste",positive
"Sick of prequel bashing, so here a picture of the beautiful talented Natalie Portman. #IthePrequels #PrequelsLove ",positive
@natpdotcom Natalie made the 100 Most Beautiful Faces of 2013 List! -   #100FACES - Congratulations Yet Again!,positive
"Would you join Natalie Portman, Beyonc and Jay Z and go vegan? ",positive
"Natalie Portman and Gary Oldman, from the set of ""Leon"". They are beautiful. ",positive
If Natalie Portman asked me to kill someone I'd probably do it.,negative
Here's my @ThorMovies  movie review  @ChrisHemsworthv @natpdotcom @TomHiddlesNET,negative
"Jamie Alexander also confirms Thor 3 is coming, talks about a Sif spin-off and the Sif/Jane relationship: ",negative
Box Office: 'Thor: The Dark World' Opens to Huge $109.4 Million Overseas ,positive
Natalie Portman's latest red carpet hairstyle is perfect up-do inspiration: ,positive
- @Jemima_Khan took her inspiration from Natalie Portman's Black Swan at the #UNICEF Halloween ball on Thursday - ,positive
How to dress up like Nina Sayers from Black Swan!  @DarrenAronofsky @natpdotcom @NPortmanFans,positive
"@natpdotcom made by me with photoshop, I hope you like it ",positive
@natpdotcom i knew i shouldve bought tickets D:,positive
@natpdotcom Via @nexusfandom MT @AgentM Official: New #ThorDarkWorld trailer debuts August 7 as part of @YouTube... ,negative
@natpdotcom Took the seatac tram with her and her cute family. Love it when celebrities don't make scenes for themselves.,positive
